order_id,customer_id,product_name,quantity,unit_price,order_date,status,country,customer_email,payment_method,shipping_cost,order_total
ORD000021,CUST00088,Phone,9,506.0,2026-02-26 15:03:23.515406,Processing,France,cust21@example.com,Bitcoin,33.86,4587.86
ORD000176,CUST00190,Case,6,1098.73,2026-02-25 15:03:23.515408,Shipped,USA,cust176@example.com,Bitcoin,31.9,6624.28
ORD000090,CUST00040,Tablet,8,348.78,2026-04-02 15:03:23.515330,Delivered,France,cust90@example.com,PayPal,32.08,2822.3199999999997
ORD000078,CUST00004,Monitor,4,413.52,2026-04-28 15:03:23.515267,Shipped,Netherlands,cust78@example.com,PayPal,27.48,1681.56
ORD000134,CUST00101,Case,3,161.87,2026-03-29 15:03:23.515339,Processing,France,cust134@example.com,Bank Transfer,27.34,512.95
ORD000166,CUST00045,Phone,100,1203.58,2026-04-02 15:03:23.515330,Processing,Germany,cust166@example.com,Bitcoin,10.31,9638.949999999999
ORD000458,CUST00094,Mouse,4,1341.82,2026-03-14 15:03:23.515372,Shipped,France,cust458@example.com,Bank Transfer,33.81,5401.09
ORD000387,CUST00174,Mouse,8,1205.52,2026-04-13 15:03:23.515300,Shipped,France,cust387@example.com,PayPal,26.66,9670.82
ORD000284,CUST00197,USB Cable,5,1447.85,2026-03-06 15:03:23.515389,Pending,France,cust284@example.com,Bank Transfer,33.94,7273.19
ORD000450,CUST00060,Monitor,6,1486.93,2026-02-24 15:03:23.515411,Cancelled,France,cust450@example.com,Bitcoin,0.27,8921.85
ORD000115,CUST00033,Headphones,3,304.78,2026-03-09 15:03:23.515383,Delivered,Netherlands,cust115@example.com,PayPal,46.98,961.3199999999999
ORD000383,CUST00054,Keyboard,8,731.38,2026-04-08 15:03:23.515311,Pending,Belgium,cust383@example.com,Credit Card,22.54,5873.58
ORD000026,CUST00188,Monitor,8,763.66,2026-02-25 15:03:23.515408,Processing,Belgium,cust26@example.com,Bitcoin,3.54,6112.82
ORD000331,CUST00033,Case,3,1318.38,2026-03-04 15:03:23.515392,Cancelled,Germany,cust331@example.com,Credit Card,30.42,3985.5600000000004
ORD000152,CUST00132,USB Cable,9,1035.75,2026-04-13 15:03:23.515300,Cancelled,France,cust152@example.com,PayPal,18.61,9340.36
ORD000174,CUST00084,Laptop,1,967.15,2026-03-10 15:03:23.515381,Delivered,France,cust174@example.com,Bank Transfer,20.57,987.72
ORD000337,CUST00158,Tablet,3,1197.73,2026-04-05 15:03:23.515318,Delivered,France,cust337@example.com,PayPal,46.46,3639.65
ORD000126,CUST00151,Screen,4,722.51,2026-02-13 15:03:23.515437,Delivered,Germany,cust126@example.com,Bitcoin,4.22,2894.2599999999998
ORD000285,CUST00037,USB Cable,7,12.39,2026-02-15 15:03:23.515432,Shipped,Belgium,cust285@example.com,Credit Card,38.65,125.38
ORD000134,CUST00101,Case,3,161.87,2026-03-29 15:03:23.515339,Processing,France,cust134@example.com,Bank Transfer,27.34,512.95
ORD000215,CUST00187,Mouse,7,1351.55,2026-02-24 15:03:23.515411,Processing,USA,cust215@example.com,PayPal,10.8,9471.65
ORD000402,CUST00043,Case,4,388.56,2026-02-13 15:03:23.515437,Cancelled,France,cust402@example.com,Bank Transfer,39.34,1593.58
ORD000408,CUST00050,Keyboard,9,951.56,2026-04-04 15:03:23.515320,Delivered,France,cust408@example.com,Credit Card,13.2,8577.24
ORD000006,CUST00072,Keyboard,3,989.39,2026-02-21 15:03:23.515417,Delivered,France,cust6@example.com,Bitcoin,27.95,2996.12
ORD000409,CUST00153,Case,7,1427.35,2026-02-11 15:03:23.515441,Processing,UK,cust409@example.com,Bitcoin,20.76,10012.21
ORD000036,CUST00015,Monitor,2,164.94,2026-04-22 15:03:23.515280,Cancelled,Germany,cust36@example.com,PayPal,19.53,349.40999999999997
ORD000034,CUST00170,Tablet,1,812.28,2026-02-07 15:03:23.515450,Shipped,Belgium,cust34@example.com,PayPal,9.35,821.63
ORD000010,CUST00122,Headphones,6,1256.33,2026-02-17 15:03:23.515426,Shipped,Belgium,cust10@example.com,Bank Transfer,27.04,7565.0199999999995
ORD000155,CUST00171,Phone,6,255.39,2026-03-07 15:03:23.515386,Delivered,USA,cust155@example.com,Bank Transfer,19.16,1551.5
ORD000436,CUST00150,Monitor,7,964.75,2026-04-01 15:03:23.515333,Processing,Netherlands,cust436@example.com,Credit Card,48.06,6801.31
ORD000173,CUST00044,Phone,6,681.22,2026-03-13 15:03:23.515374,Pending,USA,cust173@example.com,Credit Card,39.37,4126.6900000000005
ORD000097,CUST00124,Keyboard,1,1452.45,2026-03-02 15:03:23.515396,Pending,France,cust97@example.com,PayPal,26.29,1478.74
ORD000273,CUST00099,Keyboard,9,799.1,2026-04-02 15:03:23.515330,Cancelled,Netherlands,cust273@example.com,Bitcoin,28.77,7220.670000000001
ORD000042,CUST00108,Tablet,3,1398.38,2026-03-30 15:03:23.515337,Delivered,Germany,cust42@example.com,Bank Transfer,30.28,4225.42
ORD000083,CUST00162,Keyboard,6,632.49,2026-02-25 15:03:23.515408,Cancelled,UK,cust83@example.com,Bitcoin,46.28,3841.2200000000003
ORD000080,CUST00191,Headphones,4,230.83,2026-04-21 15:03:23.515282,Shipped,Germany,,Bank Transfer,7.2,930.5200000000001
ORD000466,CUST00114,Monitor,3,1201.53,2026-03-28 15:03:23.515342,Pending,UK,cust466@example.com,Bank Transfer,31.65,3636.2400000000002
ORD000210,CUST00113,Screen,4,870.12,2026-03-05 15:03:23.515390,Shipped,USA,cust210@example.com,Credit Card,12.74,3493.22
ORD000072,CUST00104,Mouse,5,1193.24,2026-02-28 15:03:23.515400,Processing,USA,cust72@example.com,Bitcoin,25.99,5992.19
ORD000481,CUST00023,Tablet,9,845.63,2026-02-23 15:03:23.515413,Shipped,UK,cust481@example.com,Bitcoin,2.72,7613.39
ORD000232,CUST00184,Screen,7,740.96,2026-04-13 15:03:23.515300,Delivered,Belgium,cust232@example.com,Bank Transfer,20.73,5207.45
ORD000111,CUST00081,Monitor,9,180.38,2026-05-02 15:03:23.515252,Shipped,USA,cust111@example.com,Credit Card,31.37,1654.79
ORD000447,CUST00101,USB Cable,1,645.16,2026-04-25 15:03:23.515273,Shipped,Germany,cust447@example.com,Bank Transfer,15.45,660.61
ORD000305,CUST00112,Keyboard,8,1040.48,2026-03-19 15:03:23.515362,Cancelled,UK,cust305@example.com,Bitcoin,25.53,8349.37
ORD000030,CUST00022,Screen,7,1471.87,2026-03-30 15:03:23.515337,Processing,Netherlands,cust30@example.com,Bank Transfer,49.1,10352.19
ORD000007,CUST00189,Headphones,3,1276.62,2026-04-02 15:03:23.515330,Pending,Germany,cust7@example.com,Credit Card,25.05,3854.91
ORD000100,CUST00015,Laptop,3,1166.01,2026-03-22 15:03:23.515355,Shipped,Netherlands,cust100@example.com,PayPal,8.7,3506.7299999999996
ORD000358,CUST00049,Mouse,7,1295.68,2026-04-21 15:03:23.515282,Cancelled,Germany,cust358@example.com,Credit Card,17.35,9087.11
ORD000433,CUST00063,USB Cable,8,329.03,2026-02-18 15:03:23.515424,Processing,Netherlands,cust433@example.com,Bank Transfer,28.56,2660.7999999999997
ORD000270,CUST00151,Headphones,2,172.32,2026-03-12 15:03:23.515376,Delivered,Belgium,cust270@example.com,Credit Card,10.18,354.82
ORD000473,CUST00063,Screen,2,502.84,2026-02-23 15:03:23.515413,Shipped,Belgium,cust473@example.com,Bitcoin,25.2,1030.8799999999999
ORD000035,CUST00188,Headphones,7,1170.87,2026-03-05 15:03:23.515390,Processing,Belgium,cust35@example.com,Credit Card,0.99,8197.08
ORD000439,CUST00086,Case,8,351.76,2026-04-30 15:03:23.515261,Shipped,UK,cust439@example.com,Credit Card,20.3,2834.38
ORD000217,CUST00002,Case,7,418.86,2026-03-21 15:03:23.515357,Delivered,USA,cust217@example.com,Bank Transfer,39.32,2971.34
ORD000015,CUST00104,Screen,5,242.11,2026-02-27 15:03:23.515404,Pending,Netherlands,cust15@example.com,Bitcoin,48.08,1258.63
ORD000324,CUST00148,Tablet,1,77.08,2026-04-11 15:03:23.515304,Processing,USA,cust324@example.com,Bitcoin,49.46,126.53999999999999
ORD000361,CUST00158,Case,5,43.33,2026-02-07 15:03:23.515450,Shipped,USA,cust361@example.com,Bitcoin,12.91,229.55999999999997
ORD000216,CUST00113,Headphones,2,635.47,2026-04-02 15:03:23.515330,Shipped,Netherlands,cust216@example.com,Bitcoin,40.47,1311.41
ORD000384,CUST00058,Phone,7,388.88,2026-03-28 15:03:23.515342,Pending,Germany,cust384@example.com,Bank Transfer,47.92,2770.08
ORD000144,CUST00090,Screen,1,778.98,2026-02-22 15:03:23.515415,Shipped,Germany,cust144@example.com,PayPal,0.79,779.77
ORD000318,CUST00161,Screen,9,990.03,2026-02-08 15:03:23.515448,Pending,USA,cust318@example.com,Bank Transfer,37.15,8947.42
ORD000367,CUST00037,Laptop,3,913.82,2026-02-15 15:03:23.515432,Cancelled,Belgium,cust367@example.com,Bitcoin,37.91,2779.37
ORD000382,CUST00025,Tablet,5,156.62,2026-04-10 15:03:23.515306,Cancelled,UK,cust382@example.com,Credit Card,22.19,805.2900000000001
ORD000444,CUST00015,Headphones,2,208.98,2026-03-18 15:03:23.515364,Pending,UK,cust444@example.com,Bitcoin,0.86,418.82
ORD000315,CUST00163,Laptop,4,1035.84,2026-02-11 15:03:23.515441,Shipped,UK,cust315@example.com,Bank Transfer,2.1,4145.46
ORD000214,CUST00081,Screen,5,1310.77,2026-02-10 15:03:23.515443,Processing,France,cust214@example.com,Credit Card,41.41,6595.26
ORD000325,CUST00128,Headphones,1,1465.88,2026-02-05 15:03:23.515454,Delivered,Netherlands,cust325@example.com,Bank Transfer,11.58,1477.46
ORD000192,CUST00062,Monitor,1,1494.52,2026-05-02 15:03:23.515252,Delivered,Germany,cust192@example.com,Bank Transfer,14.05,1508.57
ORD000340,CUST00051,Case,1,184.71,2026-04-09 15:03:23.515309,Delivered,Netherlands,cust340@example.com,Bank Transfer,42.12,226.83
ORD000374,CUST00188,Monitor,3,16.31,2026-02-23 15:03:23.515413,Processing,Netherlands,cust374@example.com,Bitcoin,29.99,78.91999999999999
ORD000075,CUST00134,Case,3,128.16,2026-03-13 15:03:23.515374,Cancelled,UK,cust75@example.com,Bitcoin,25.84,410.32
ORD000082,CUST00044,Tablet,6,1415.71,2026-04-13 15:03:23.515300,Pending,UK,cust82@example.com,Bank Transfer,8.61,8502.87
ORD000051,CUST00018,Laptop,4,522.1,2026-03-13 15:03:23.515374,Pending,UK,cust51@example.com,Bank Transfer,49.1,2137.5
ORD000186,CUST00116,USB Cable,1,1185.6,2026-04-21 15:03:23.515282,Processing,Belgium,cust186@example.com,Credit Card,10.05,1195.6499999999999
ORD000195,CUST00172,Case,3,303.32,2026-04-05 15:03:23.515318,Cancelled,UK,cust195@example.com,PayPal,20.44,930.4000000000001
ORD000070,CUST00164,Screen,8,679.82,2026-03-29 15:03:23.515339,Pending,Netherlands,cust70@example.com,Credit Card,29.11,5467.67
ORD000375,CUST00116,Tablet,2,972.97,2026-03-09 15:03:23.515383,Cancelled,UK,cust375@example.com,Bitcoin,43.08,1989.02
ORD000106,CUST00088,Monitor,5,53.63,2026-04-29 15:03:23.515263,Delivered,USA,cust106@example.com,Bitcoin,0.33,268.48
ORD000220,CUST00087,Laptop,7,319.94,2026-04-26 15:03:23.515271,Delivered,Netherlands,cust220@example.com,Bank Transfer,13.57,2253.15
ORD000359,CUST00017,Laptop,1,781.03,2026-04-25 15:03:23.515273,Cancelled,Netherlands,cust359@example.com,Credit Card,19.54,800.5699999999999
ORD000122,CUST00012,Phone,9,685.55,2026-02-20 15:03:23.515419,Cancelled,Germany,cust122@example.com,Bitcoin,24.9,6194.849999999999
ORD000013,CUST00117,Headphones,5,929.82,2026-03-29 15:03:23.515339,Processing,USA,cust13@example.com,Bitcoin,24.11,4673.21
ORD000153,CUST00151,Monitor,1,1201.88,2026-04-24 15:03:23.515276,Processing,Belgium,cust153@example.com,Credit Card,16.65,1218.5300000000002
ORD000494,CUST00089,Case,1,355.79,2026-04-04 15:03:23.515320,Delivered,USA,cust494@example.com,Bitcoin,3.03,358.82
ORD000209,CUST00131,Tablet,8,1301.21,2026-04-17 15:03:23.515291,Shipped,UK,cust209@example.com,Bitcoin,27.67,10437.35
ORD000183,CUST00027,USB Cable,3,1463.92,2026-03-23 15:03:23.515353,Delivered,Germany,cust183@example.com,Credit Card,25.0,4416.76
ORD000236,CUST00024,Phone,5,774.65,2026-03-13 15:03:23.515374,Shipped,Germany,cust236@example.com,Bank Transfer,20.55,3893.8
ORD000276,CUST00090,Laptop,5,187.55,2026-04-24 15:03:23.515276,Pending,Germany,cust276@example.com,Bank Transfer,34.83,972.58
ORD000434,CUST00190,USB Cable,2,148.09,2026-03-08 15:03:23.515385,Cancelled,UK,cust434@example.com,Credit Card,,311.38
ORD000287,CUST00009,Mouse,5,960.48,2026-04-12 15:03:23.515302,Delivered,France,cust287@example.com,Bank Transfer,38.82,4841.219999999999
ORD000089,CUST00190,Phone,1,1341.68,2026-04-22 15:03:23.515280,Delivered,Belgium,cust89@example.com,PayPal,27.67,1369.3500000000001
ORD000223,CUST00126,Headphones,3,1101.0,2026-02-06 15:03:23.515452,Delivered,USA,cust223@example.com,Credit Card,45.18,3348.18
ORD000197,CUST00059,Laptop,7,112.94,2026-03-07 15:03:23.515386,Delivered,Belgium,cust197@example.com,Bitcoin,5.59,796.17
ORD000179,CUST00092,Tablet,1,374.42,2026-02-11 15:03:23.515441,Pending,USA,cust179@example.com,Credit Card,26.75,401.17
ORD000474,CUST00019,USB Cable,9,1005.88,2026-02-03 15:03:23.515459,Cancelled,USA,cust474@example.com,Bitcoin,47.46,9100.38
ORD000206,CUST00012,USB Cable,2,559.7,2026-02-21 15:03:23.515417,Cancelled,Germany,cust206@example.com,Credit Card,0.4,1119.8000000000002
ORD000157,CUST00036,Monitor,8,956.46,2026-04-29 15:03:23.515263,Shipped,Germany,cust157@example.com,Bitcoin,14.17,7665.85
ORD000151,CUST00096,Laptop,4,853.47,2026-02-14 15:03:23.515435,Cancelled,UK,cust151@example.com,Credit Card,29.74,3443.62
ORD000341,CUST00182,Keyboard,9,819.01,2026-04-26 15:03:23.515271,Processing,Germany,cust341@example.com,Credit Card,18.66,7389.75
ORD000320,CUST00033,Laptop,5,978.59,2026-03-13 15:03:23.515374,Delivered,USA,,Credit Card,27.28,4920.23
ORD000296,CUST00161,Mouse,8,1058.5,2026-04-02 15:03:23.515330,Pending,Belgium,cust296@example.com,Bitcoin,36.57,8504.57
ORD000103,CUST00089,USB Cable,6,1142.73,2026-04-11 15:03:23.515304,Processing,France,cust103@example.com,PayPal,30.61,6886.99
ORD000279,CUST00113,Tablet,9,477.65,2026-03-25 15:03:23.515348,Delivered,Belgium,cust279@example.com,Credit Card,21.95,4320.799999999999
ORD000060,CUST00084,Screen,4,41.76,2026-02-11 15:03:23.515441,Pending,USA,cust60@example.com,Bitcoin,47.06,214.1
ORD000312,CUST00082,Phone,4,858.06,2026-04-12 15:03:23.515302,Cancelled,UK,cust312@example.com,Bitcoin,0.78,3433.02
ORD000246,CUST00070,USB Cable,8,200.66,2026-03-01 15:03:23.515398,Processing,Belgium,cust246@example.com,Bank Transfer,27.07,1632.35
ORD000130,CUST00172,Headphones,7,1290.88,2026-03-25 15:03:23.515348,Shipped,Belgium,cust130@example.com,PayPal,25.64,9061.8
ORD000199,CUST00160,USB Cable,6,390.24,2026-04-13 15:03:23.515300,Pending,France,cust199@example.com,Bank Transfer,39.33,2380.77
ORD000308,CUST00093,Case,5,1026.46,2026-02-18 15:03:23.515424,Pending,France,cust308@example.com,Bank Transfer,24.22,5156.52
ORD000073,CUST00132,Tablet,4,1042.05,2026-02-13 15:03:23.515437,Processing,USA,cust73@example.com,Credit Card,3.7,4171.9
ORD000074,CUST00002,Monitor,2,335.05,2026-03-11 15:03:23.515379,Shipped,Netherlands,,Bank Transfer,30.27,700.37
ORD000037,CUST00190,Tablet,5,1142.74,2026-03-16 15:03:23.515368,Pending,Germany,cust37@example.com,Credit Card,9.57,5723.2699999999995
ORD000268,CUST00185,Keyboard,9,1303.07,2026-05-02 15:03:23.515252,Delivered,USA,cust268@example.com,PayPal,20.59,11748.22
ORD000141,CUST00027,Screen,5,841.67,2026-04-07 15:03:23.515313,Shipped,France,cust141@example.com,PayPal,45.58,4253.929999999999
ORD000376,CUST00191,USB Cable,7,1347.56,2026-02-10 15:03:23.515443,Cancelled,USA,cust376@example.com,PayPal,43.43,9476.35
ORD000164,CUST00066,Screen,3,1307.1,2026-02-11 15:03:23.515441,Pending,Netherlands,cust164@example.com,Bitcoin,38.54,3959.8399999999997
ORD000397,CUST00130,Case,2,276.25,2026-02-22 15:03:23.515415,Delivered,Belgium,cust397@example.com,Bitcoin,,555.66
ORD000298,CUST00116,Phone,1,1011.78,2026-04-22 15:03:23.515280,Shipped,Netherlands,cust298@example.com,PayPal,37.63,1049.41
ORD000485,CUST00129,Screen,2,305.4,2026-03-05 15:03:23.515390,Pending,France,cust485@example.com,Bitcoin,27.73,638.53
ORD000099,CUST00157,Laptop,6,1303.59,2026-04-02 15:03:23.515330,Pending,Germany,cust99@example.com,Bank Transfer,0.1,7821.639999999999
ORD000267,CUST00011,Screen,4,880.1,2026-04-22 15:03:23.515280,Shipped,USA,cust267@example.com,PayPal,33.95,3554.35
ORD000117,CUST00005,Case,5,100.99,2026-02-20 15:03:23.515419,Delivered,Netherlands,,Bank Transfer,36.29,541.24
ORD000478,CUST00090,Laptop,3,1097.32,2026-05-03 15:03:23.515239,Delivered,Netherlands,cust478@example.com,Bank Transfer,5.5,3297.46
ORD000009,CUST00103,Case,8,1064.0,2026-04-18 15:03:23.515289,Delivered,Germany,cust9@example.com,Bitcoin,26.71,8538.71
ORD000256,CUST00148,Laptop,7,376.83,2026-02-26 15:03:23.515406,Pending,UK,cust256@example.com,Bitcoin,15.55,2653.36
ORD000366,CUST00124,Tablet,9,802.74,2026-02-12 15:03:23.515439,Cancelled,USA,cust366@example.com,Credit Card,27.08,7251.74
ORD000191,CUST00137,Keyboard,8,346.54,2026-05-03 15:03:23.515239,Cancelled,Belgium,cust191@example.com,Bank Transfer,10.5,2782.82
ORD000496,CUST00129,USB Cable,8,232.86,2026-04-04 15:03:23.515320,Delivered,Netherlands,cust496@example.com,PayPal,1.25,1864.13
ORD000067,CUST00175,Case,4,414.07,2026-04-09 15:03:23.515309,Cancelled,Netherlands,cust67@example.com,PayPal,48.95,1705.23
ORD000008,CUST00021,USB Cable,1,1301.6,2026-04-01 15:03:23.515333,Cancelled,Germany,cust8@example.com,Bank Transfer,35.31,1336.9099999999999
ORD000095,CUST00154,Phone,5,1297.22,2026-04-16 15:03:23.515293,Delivered,Germany,cust95@example.com,PayPal,33.6,6519.700000000001
ORD000189,CUST00198,Monitor,2,835.27,2026-04-25 15:03:23.515273,Delivered,Belgium,cust189@example.com,Bitcoin,23.48,1694.02
ORD000330,CUST00128,Keyboard,3,1108.98,2026-03-28 15:03:23.515342,Pending,Germany,cust330@example.com,PayPal,36.46,3363.4
